,CDA_AGREGADOS,SECRET_SUBPREF,COMISSIONADO,COMISSIONADO_EFETIVO,QTD,PERCENTUAL_EFETIVOS,PERCENTUAL_LEGAL,CONFORMIDADE_LEGAL,ANO_MES_REF,ANO
83,CDA-4,SUBPREFEITURA ARICANDUVA/FORMOSA/CARRAO,10,6,16,37.5,40,False,2022-10-01,2022
84,CDA-4,SUBPREFEITURA BUTANTA,9,7,16,43.75,40,True,2022-10-01,2022
85,CDA-4,SUBPREFEITURA CAMPO LIMPO,7,8,15,53.333333333333336,40,True,2022-10-01,2022
86,CDA-4,SUBPREFEITURA CAPELA DO SOCORRO,10,5,15,33.33333333333333,40,False,2022-10-01,2022
87,CDA-4,SUBPREFEITURA CASA VERDE/CACHOEIRINHA,11,3,14,21.428571428571427,40,False,2022-10-01,2022
88,CDA-4,SUBPREFEITURA CIDADE ADEMAR,7,7,14,50.0,40,True,2022-10-01,2022
89,CDA-4,SUBPREFEITURA CIDADE TIRADENTES,7,9,16,56.25,40,True,2022-10-01,2022
90,CDA-4,SUBPREFEITURA ERMELINO MATARAZZO,11,5,16,31.25,40,False,2022-10-01,2022
91,CDA-4,SUBPREFEITURA FREGUESIA DO O/BRASILANDIA,7,10,17,58.82352941176471,40,True,2022-10-01,2022
92,CDA-4,SUBPREFEITURA GUAIANASES,12,4,16,25.0,40,False,2022-10-01,2022
93,CDA-4,SUBPREFEITURA IPIRANGA,10,6,16,37.5,40,False,2022-10-01,2022
94,CDA-4,SUBPREFEITURA ITAIM PAULISTA,8,8,16,50.0,40,True,2022-10-01,2022
95,CDA-4,SUBPREFEITURA ITAQUERA,10,5,15,33.33333333333333,40,False,2022-10-01,2022
96,CDA-4,SUBPREFEITURA JABAQUARA,9,5,14,35.714285714285715,40,False,2022-10-01,2022
97,CDA-4,SUBPREFEITURA JACANA/TREMEMBE,8,5,13,38.46153846153847,40,False,2022-10-01,2022
98,CDA-4,SUBPREFEITURA LAPA,7,6,13,46.15384615384615,40,True,2022-10-01,2022
99,CDA-4,SUBPREFEITURA M'BOI MIRIM,6,8,14,57.14285714285714,40,True,2022-10-01,2022
100,CDA-4,SUBPREFEITURA MOOCA,9,9,18,50.0,40,True,2022-10-01,2022
101,CDA-4,SUBPREFEITURA PARELHEIROS,9,5,14,35.714285714285715,40,False,2022-10-01,2022
102,CDA-4,SUBPREFEITURA PENHA,11,6,17,35.294117647058826,40,False,2022-10-01,2022
103,CDA-4,SUBPREFEITURA PERUS/ANHANGUERA,8,7,15,46.666666666666664,40,True,2022-10-01,2022
104,CDA-4,SUBPREFEITURA PINHEIROS,12,4,16,25.0,40,False,2022-10-01,2022
105,CDA-4,SUBPREFEITURA PIRITUBA/JARAGUA,10,5,15,33.33333333333333,40,False,2022-10-01,2022
106,CDA-4,SUBPREFEITURA SANTANA/TUCURUVI,8,7,15,46.666666666666664,40,True,2022-10-01,2022
107,CDA-4,SUBPREFEITURA SANTO AMARO,8,4,12,33.33333333333333,40,False,2022-10-01,2022
108,CDA-4,SUBPREFEITURA SAO MATEUS,8,7,15,46.666666666666664,40,True,2022-10-01,2022
109,CDA-4,SUBPREFEITURA SAO MIGUEL,9,5,14,35.714285714285715,40,False,2022-10-01,2022
110,CDA-4,SUBPREFEITURA SAPOPEMBA,8,6,14,42.857142857142854,40,True,2022-10-01,2022
111,CDA-4,SUBPREFEITURA SE,5,10,15,66.66666666666666,40,True,2022-10-01,2022
112,CDA-4,SUBPREFEITURA VILA MARIA/VILA GUILHERME,7,7,14,50.0,40,True,2022-10-01,2022
113,CDA-4,SUBPREFEITURA VILA MARIANA,10,7,17,41.17647058823529,40,True,2022-10-01,2022
114,CDA-4,SUBPREFEITURA VILA PRUDENTE,6,7,13,53.84615384615385,40,True,2022-10-01,2022
115,CDA-5,CASA CIVIL,5,0,5,0.0,30,False,2022-10-01,2022
116,CDA-5,CONTROLADORIA GERAL DO MUNICIPIO,3,1,4,25.0,30,False,2022-10-01,2022
117,CDA-5,GABINETE DO PREFEITO,7,0,7,0.0,30,False,2022-10-01,2022
118,CDA-5,SECRETARIA DO GOVERNO MUNICIPAL,16,0,16,0.0,30,False,2022-10-01,2022
119,CDA-5,SECRETARIA MUNICIPAL DA FAZENDA,3,8,11,72.72727272727273,30,True,2022-10-01,2022
120,CDA-5,SECRETARIA MUNICIPAL DA PESSOA COM DEFICIENCIA,3,1,4,25.0,30,False,2022-10-01,2022
121,CDA-5,SECRETARIA MUNICIPAL DA SAUDE,9,24,33,72.72727272727273,30,True,2022-10-01,2022
122,CDA-5,SECRETARIA MUNICIPAL DAS SUBPREFEITURAS,11,2,13,15.384615384615385,30,False,2022-10-01,2022
123,CDA-5,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,13,2,15,13.333333333333334,30,False,2022-10-01,2022
124,CDA-5,SECRETARIA MUNICIPAL DE CULTURA,11,5,16,31.25,30,True,2022-10-01,2022
125,CDA-5,SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONOMICO,2,1,3,33.33333333333333,30,True,2022-10-01,2022
126,CDA-5,SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADAN,19,1,20,5.0,30,False,2022-10-01,2022
127,CDA-5,SECRETARIA MUNICIPAL DE EDUCACAO,5,19,24,79.16666666666666,30,True,2022-10-01,2022
128,CDA-5,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,4,2,6,33.33333333333333,30,True,2022-10-01,2022
129,CDA-5,SECRETARIA MUNICIPAL DE GESTAO,5,9,14,64.28571428571429,30,True,2022-10-01,2022
130,CDA-5,SECRETARIA MUNICIPAL DE HABITACAO,4,1,5,20.0,30,False,2022-10-01,2022
131,CDA-5,SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OB,2,3,5,60.0,30,True,2022-10-01,2022
132,CDA-5,SECRETARIA MUNICIPAL DE INOVACAO E TECNOLOGIA,11,2,13,15.384615384615385,30,False,2022-10-01,2022
133,CDA-5,SECRETARIA MUNICIPAL DE MOBILIDADE E TRANSITO,1,0,1,0.0,30,False,2022-10-01,2022
134,CDA-5,SECRETARIA MUNICIPAL DE RELACOES INTERNACIONAIS,3,0,3,0.0,30,False,2022-10-01,2022
135,CDA-5,SECRETARIA MUNICIPAL DE SEGURANCA URBANA,6,2,8,25.0,30,False,2022-10-01,2022
136,CDA-5,SECRETARIA MUNICIPAL DE TURISMO,1,0,1,0.0,30,False,2022-10-01,2022
137,CDA-5,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,2,4,6,66.66666666666666,30,True,2022-10-01,2022
138,CDA-5,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,10,2,12,16.666666666666664,30,False,2022-10-01,2022
139,CDA-5,SUBPREFEITURA CAMPO LIMPO,1,0,1,0.0,30,False,2022-10-01,2022
140,CDA-5,SUBPREFEITURA CIDADE ADEMAR,1,0,1,0.0,30,False,2022-10-01,2022
141,CDA-5,SUBPREFEITURA ITAQUERA,1,0,1,0.0,30,False,2022-10-01,2022
142,CDA-5,SUBPREFEITURA LAPA,1,0,1,0.0,30,False,2022-10-01,2022
143,CDA-5,SUBPREFEITURA M'BOI MIRIM,1,0,1,0.0,30,False,2022-10-01,2022
144,CDA-5,SUBPREFEITURA PARELHEIROS,1,0,1,0.0,30,False,2022-10-01,2022
145,CDA-5,SUBPREFEITURA SANTO AMARO,1,0,1,0.0,30,False,2022-10-01,2022
146,CDA-5,SUBPREFEITURA SE,3,0,3,0.0,30,False,2022-10-01,2022
147,CDA-5,SUBPREFEITURA VILA PRUDENTE,1,0,1,0.0,30,False,2022-10-01,2022
148,CDA-6,CASA CIVIL,3,0,3,0.0,20,False,2022-10-01,2022
149,CDA-6,CONTROLADORIA GERAL DO MUNICIPIO,3,2,5,40.0,20,True,2022-10-01,2022
150,CDA-6,GABINETE DO PREFEITO,4,0,4,0.0,20,False,2022-10-01,2022
151,CDA-6,SECRETARIA DO GOVERNO MUNICIPAL,12,3,15,20.0,20,True,2022-10-01,2022
152,CDA-6,SECRETARIA MUNICIPAL DA FAZENDA,0,6,6,100.0,20,True,2022-10-01,2022
153,CDA-6,SECRETARIA MUNICIPAL DA PESSOA COM DEFICIENCIA,3,0,3,0.0,20,False,2022-10-01,2022
154,CDA-6,SECRETARIA MUNICIPAL DA SAUDE,5,14,19,73.68421052631578,20,True,2022-10-01,2022
155,CDA-6,SECRETARIA MUNICIPAL DAS SUBPREFEITURAS,8,0,8,0.0,20,False,2022-10-01,2022
156,CDA-6,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,4,0,4,0.0,20,False,2022-10-01,2022
157,CDA-6,SECRETARIA MUNICIPAL DE CULTURA,3,0,3,0.0,20,False,2022-10-01,2022
158,CDA-6,SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONOMICO,2,1,3,33.33333333333333,20,True,2022-10-01,2022
159,CDA-6,SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADAN,2,1,3,33.33333333333333,20,True,2022-10-01,2022
160,CDA-6,SECRETARIA MUNICIPAL DE EDUCACAO,2,0,2,0.0,20,False,2022-10-01,2022
161,CDA-6,SECRETARIA MUNICIPAL DE GESTAO,5,5,10,50.0,20,True,2022-10-01,2022
162,CDA-6,SECRETARIA MUNICIPAL DE HABITACAO,3,0,3,0.0,20,False,2022-10-01,2022
163,CDA-6,SECRETARIA MUNICIPAL DE INOVACAO E TECNOLOGIA,5,2,7,28.57142857142857,20,True,2022-10-01,2022
164,CDA-6,SECRETARIA MUNICIPAL DE RELACOES INTERNACIONAIS,2,0,2,0.0,20,False,2022-10-01,2022
165,CDA-6,SECRETARIA MUNICIPAL DE SEGURANCA URBANA,6,1,7,14.285714285714285,20,False,2022-10-01,2022
166,CDA-6,SECRETARIA MUNICIPAL DE TURISMO,3,0,3,0.0,20,False,2022-10-01,2022
167,CDA-6,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,4,14,18,77.77777777777779,20,True,2022-10-01,2022
168,CDA-6,SUBPREFEITURA ARICANDUVA/FORMOSA/CARRAO,3,0,3,0.0,20,False,2022-10-01,2022
169,CDA-6,SUBPREFEITURA BUTANTA,1,0,1,0.0,20,False,2022-10-01,2022
170,CDA-6,SUBPREFEITURA CAMPO LIMPO,2,1,3,33.33333333333333,20,True,2022-10-01,2022
171,CDA-6,SUBPREFEITURA CAPELA DO SOCORRO,3,0,3,0.0,20,False,2022-10-01,2022
172,CDA-6,SUBPREFEITURA CASA VERDE/CACHOEIRINHA,2,1,3,33.33333333333333,20,True,2022-10-01,2022
173,CDA-6,SUBPREFEITURA CIDADE ADEMAR,3,0,3,0.0,20,False,2022-10-01,2022
174,CDA-6,SUBPREFEITURA CIDADE TIRADENTES,2,1,3,33.33333333333333,20,True,2022-10-01,2022
175,CDA-6,SUBPREFEITURA ERMELINO MATARAZZO,3,0,3,0.0,20,False,2022-10-01,2022
176,CDA-6,SUBPREFEITURA FREGUESIA DO O/BRASILANDIA,3,0,3,0.0,20,False,2022-10-01,2022
177,CDA-6,SUBPREFEITURA GUAIANASES,3,0,3,0.0,20,False,2022-10-01,2022
178,CDA-6,SUBPREFEITURA IPIRANGA,3,0,3,0.0,20,False,2022-10-01,2022
179,CDA-6,SUBPREFEITURA ITAIM PAULISTA,3,0,3,0.0,20,False,2022-10-01,2022
180,CDA-6,SUBPREFEITURA ITAQUERA,1,2,3,66.66666666666666,20,True,2022-10-01,2022
181,CDA-6,SUBPREFEITURA JABAQUARA,3,0,3,0.0,20,False,2022-10-01,2022
182,CDA-6,SUBPREFEITURA JACANA/TREMEMBE,2,1,3,33.33333333333333,20,True,2022-10-01,2022
183,CDA-6,SUBPREFEITURA LAPA,3,0,3,0.0,20,False,2022-10-01,2022
184,CDA-6,SUBPREFEITURA M'BOI MIRIM,1,2,3,66.66666666666666,20,True,2022-10-01,2022
185,CDA-6,SUBPREFEITURA MOOCA,3,0,3,0.0,20,False,2022-10-01,2022
186,CDA-6,SUBPREFEITURA PARELHEIROS,2,1,3,33.33333333333333,20,True,2022-10-01,2022
187,CDA-6,SUBPREFEITURA PENHA,2,1,3,33.33333333333333,20,True,2022-10-01,2022
188,CDA-6,SUBPREFEITURA PERUS/ANHANGUERA,2,1,3,33.33333333333333,20,True,2022-10-01,2022
189,CDA-6,SUBPREFEITURA PINHEIROS,1,2,3,66.66666666666666,20,True,2022-10-01,2022
190,CDA-6,SUBPREFEITURA PIRITUBA/JARAGUA,2,1,3,33.33333333333333,20,True,2022-10-01,2022
191,CDA-6,SUBPREFEITURA SANTANA/TUCURUVI,0,2,2,100.0,20,True,2022-10-01,2022
192,CDA-6,SUBPREFEITURA SANTO AMARO,3,0,3,0.0,20,False,2022-10-01,2022
193,CDA-6,SUBPREFEITURA SAO MATEUS,2,1,3,33.33333333333333,20,True,2022-10-01,2022
194,CDA-6,SUBPREFEITURA SAO MIGUEL,1,2,3,66.66666666666666,20,True,2022-10-01,2022
195,CDA-6,SUBPREFEITURA SAPOPEMBA,1,2,3,66.66666666666666,20,True,2022-10-01,2022
196,CDA-6,SUBPREFEITURA SE,3,0,3,0.0,20,False,2022-10-01,2022
197,CDA-6,SUBPREFEITURA VILA MARIA/VILA GUILHERME,2,1,3,33.33333333333333,20,True,2022-10-01,2022
198,CDA-6,SUBPREFEITURA VILA MARIANA,2,0,2,0.0,20,False,2022-10-01,2022
199,CDA-6,SUBPREFEITURA VILA PRUDENTE,2,1,3,33.33333333333333,20,True,2022-10-01,2022
0,"CDA-1, CDA-2, CDA-3",CASA CIVIL,50,8,58,13.793103448275861,45,False,2022-11-01,2022
1,"CDA-1, CDA-2, CDA-3",CONTROLADORIA GERAL DO MUNICIPIO,30,26,56,46.42857142857143,45,True,2022-11-01,2022
2,"CDA-1, CDA-2, CDA-3",GABINETE DO PREFEITO,70,0,70,0.0,45,False,2022-11-01,2022
3,"CDA-1, CDA-2, CDA-3",PROCURADORIA GERAL DO MUNICIPIO,60,88,148,59.45945945945946,45,True,2022-11-01,2022
4,"CDA-1, CDA-2, CDA-3",SECRETARIA DO GOVERNO MUNICIPAL,99,4,103,3.8834951456310676,45,False,2022-11-01,2022
5,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DA FAZENDA,48,72,120,60.0,45,True,2022-11-01,2022
6,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DA PESSOA COM DEFICIENCIA,25,3,28,10.714285714285714,45,False,2022-11-01,2022
7,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DA SAUDE,283,880,1163,75.6663800515907,45,True,2022-11-01,2022
8,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DAS SUBPREFEITURAS,261,52,313,16.61341853035144,45,False,2022-11-01,2022
9,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,153,98,251,39.04382470119522,45,False,2022-11-01,2022
10,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DE CULTURA,334,139,473,29.38689217758985,45,False,2022-11-01,2022
11,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONOMICO,94,11,105,10.476190476190476,45,False,2022-11-01,2022
12,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADAN,181,6,187,3.2085561497326207,45,False,2022-11-01,2022
13,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DE EDUCACAO,385,143,528,27.083333333333332,45,False,2022-11-01,2022
14,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DE ESPORTES E LAZER,151,45,196,22.95918367346939,45,False,2022-11-01,2022
15,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DE GESTAO,134,75,209,35.88516746411483,45,False,2022-11-01,2022
16,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DE HABITACAO,54,42,96,43.75,45,False,2022-11-01,2022
17,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OB,100,22,122,18.0327868852459,45,False,2022-11-01,2022
18,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DE INOVACAO E TECNOLOGIA,78,8,86,9.30232558139535,45,False,2022-11-01,2022
19,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DE JUSTICA,13,0,13,0.0,45,False,2022-11-01,2022
20,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DE MOBILIDADE E TRANSITO,22,3,25,12.0,45,False,2022-11-01,2022
21,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DE RELACOES INTERNACIONAIS,34,0,34,0.0,45,False,2022-11-01,2022
22,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DE SEGURANCA URBANA,92,17,109,15.59633027522936,45,False,2022-11-01,2022
23,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DE TURISMO,13,1,14,7.142857142857142,45,False,2022-11-01,2022
24,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,105,92,197,46.7005076142132,45,True,2022-11-01,2022
25,"CDA-1, CDA-2, CDA-3",SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,322,39,361,10.80332409972299,45,False,2022-11-01,2022
26,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA ARICANDUVA/FORMOSA/CARRAO,18,14,32,43.75,45,False,2022-11-01,2022
27,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA BUTANTA,22,8,30,26.666666666666668,45,False,2022-11-01,2022
28,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA CAMPO LIMPO,15,18,33,54.54545454545454,45,True,2022-11-01,2022
29,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA CAPELA DO SOCORRO,12,20,32,62.5,45,True,2022-11-01,2022
30,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA CASA VERDE/CACHOEIRINHA,22,8,30,26.666666666666668,45,False,2022-11-01,2022
31,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA CIDADE ADEMAR,17,16,33,48.484848484848484,45,True,2022-11-01,2022
32,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA CIDADE TIRADENTES,11,38,49,77.55102040816327,45,True,2022-11-01,2022
33,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA ERMELINO MATARAZZO,15,19,34,55.88235294117647,45,True,2022-11-01,2022
34,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA FREGUESIA DO O/BRASILANDIA,8,27,35,77.14285714285715,45,True,2022-11-01,2022
35,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA GUAIANASES,10,23,33,69.6969696969697,45,True,2022-11-01,2022
36,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA IPIRANGA,17,15,32,46.875,45,True,2022-11-01,2022
37,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA ITAIM PAULISTA,7,27,34,79.41176470588235,45,True,2022-11-01,2022
38,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA ITAQUERA,21,12,33,36.36363636363637,45,False,2022-11-01,2022
39,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA JABAQUARA,21,9,30,30.0,45,False,2022-11-01,2022
40,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA JACANA/TREMEMBE,8,24,32,75.0,45,True,2022-11-01,2022
41,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA LAPA,15,14,29,48.275862068965516,45,True,2022-11-01,2022
42,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA M'BOI MIRIM,21,27,48,56.25,45,True,2022-11-01,2022
43,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA MOOCA,15,19,34,55.88235294117647,45,True,2022-11-01,2022
44,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA PARELHEIROS,19,25,44,56.81818181818182,45,True,2022-11-01,2022
45,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA PENHA,10,19,29,65.51724137931035,45,True,2022-11-01,2022
46,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA PERUS/ANHANGUERA,9,24,33,72.72727272727273,45,True,2022-11-01,2022
47,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA PINHEIROS,15,15,30,50.0,45,True,2022-11-01,2022
48,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA PIRITUBA/JARAGUA,8,23,31,74.19354838709677,45,True,2022-11-01,2022
49,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA SANTANA/TUCURUVI,8,19,27,70.37037037037037,45,True,2022-11-01,2022
50,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA SANTO AMARO,13,18,31,58.06451612903226,45,True,2022-11-01,2022
51,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA SAO MATEUS,13,21,34,61.76470588235294,45,True,2022-11-01,2022
52,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA SAO MIGUEL,15,19,34,55.88235294117647,45,True,2022-11-01,2022
53,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA SAPOPEMBA,17,19,36,52.77777777777778,45,True,2022-11-01,2022
54,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA SE,28,46,74,62.16216216216216,45,True,2022-11-01,2022
55,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA VILA MARIA/VILA GUILHERME,11,18,29,62.06896551724138,45,True,2022-11-01,2022
56,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA VILA MARIANA,20,15,35,42.857142857142854,45,False,2022-11-01,2022
57,"CDA-1, CDA-2, CDA-3",SUBPREFEITURA VILA PRUDENTE,13,16,29,55.172413793103445,45,True,2022-11-01,2022
58,CDA-4,CASA CIVIL,12,0,12,0.0,40,False,2022-11-01,2022
59,CDA-4,CONTROLADORIA GERAL DO MUNICIPIO,9,11,20,55.00000000000001,40,True,2022-11-01,2022
60,CDA-4,GABINETE DO PREFEITO,21,0,21,0.0,40,False,2022-11-01,2022
61,CDA-4,PROCURADORIA GERAL DO MUNICIPIO,3,10,13,76.92307692307693,40,True,2022-11-01,2022
62,CDA-4,SECRETARIA DO GOVERNO MUNICIPAL,15,4,19,21.052631578947366,40,False,2022-11-01,2022
63,CDA-4,SECRETARIA MUNICIPAL DA FAZENDA,16,29,45,64.44444444444444,40,True,2022-11-01,2022
64,CDA-4,SECRETARIA MUNICIPAL DA PESSOA COM DEFICIENCIA,7,0,7,0.0,40,False,2022-11-01,2022
65,CDA-4,SECRETARIA MUNICIPAL DA SAUDE,42,144,186,77.41935483870968,40,True,2022-11-01,2022
66,CDA-4,SECRETARIA MUNICIPAL DAS SUBPREFEITURAS,23,9,32,28.125,40,False,2022-11-01,2022
67,CDA-4,SECRETARIA MUNICIPAL DE ASSIST E DESENV SOCIAL,55,18,73,24.65753424657534,40,False,2022-11-01,2022
68,CDA-4,SECRETARIA MUNICIPAL DE CULTURA,24,7,31,22.58064516129032,40,False,2022-11-01,2022
69,CDA-4,SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONOMICO,7,2,9,22.22222222222222,40,False,2022-11-01,2022
70,CDA-4,SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADAN,20,2,22,9.090909090909092,40,False,2022-11-01,2022
71,CDA-4,SECRETARIA MUNICIPAL DE EDUCACAO,9,118,127,92.91338582677166,40,True,2022-11-01,2022
72,CDA-4,SECRETARIA MUNICIPAL DE ESPORTES E LAZER,19,6,25,24.0,40,False,2022-11-01,2022
73,CDA-4,SECRETARIA MUNICIPAL DE GESTAO,34,15,49,30.612244897959183,40,False,2022-11-01,2022
74,CDA-4,SECRETARIA MUNICIPAL DE HABITACAO,13,5,18,27.77777777777778,40,False,2022-11-01,2022
75,CDA-4,SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OB,9,6,15,40.0,40,True,2022-11-01,2022
76,CDA-4,SECRETARIA MUNICIPAL DE INOVACAO E TECNOLOGIA,20,4,24,16.666666666666664,40,False,2022-11-01,2022
77,CDA-4,SECRETARIA MUNICIPAL DE MOBILIDADE E TRANSITO,6,0,6,0.0,40,False,2022-11-01,2022
78,CDA-4,SECRETARIA MUNICIPAL DE RELACOES INTERNACIONAIS,5,0,5,0.0,40,False,2022-11-01,2022
79,CDA-4,SECRETARIA MUNICIPAL DE SEGURANCA URBANA,13,2,15,13.333333333333334,40,False,2022-11-01,2022
80,CDA-4,SECRETARIA MUNICIPAL DE TURISMO,6,0,6,0.0,40,False,2022-11-01,2022
81,CDA-4,SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO,16,29,45,64.44444444444444,40,True,2022-11-01,2022
82,CDA-4,SECRETARIA MUNICIPAL DO VERDE E DO MEIO AMBIENTE,33,7,40,17.5,40,False,2022-11-01,2022
83,CDA-4,SUBPREFEITURA ARICANDUVA/FORMOSA/CARRAO,10,6,16,37.5,40,False,2022-11-01,2022
84,CDA-4,SUBPREFEITURA BUTANTA,10,6,16,37.5,40,False,2022-11-01,2022
85,CDA-4,SUBPREFEITURA CAMPO LIMPO,7,8,15,53.333333333333336,40,True,2022-11-01,2022
86,CDA-4,SUBPREFEITURA CAPELA DO SOCORRO,11,5,16,31.25,40,False,2022-11-01,2022
87,CDA-4,SUBPREFEITURA CASA VERDE/CACHOEIRINHA,11,3,14,21.428571428571427,40,False,2022-11-01,2022
88,CDA-4,SUBPREFEITURA CIDADE ADEMAR,7,7,14,50.0,40,True,2022-11-01,2022
89,CDA-4,SUBPREFEITURA CIDADE TIRADENTES,7,9,16,56.25,40,True,2022-11-01,2022
90,CDA-4,SUBPREFEITURA ERMELINO MATARAZZO,11,5,16,31.25,40,False,2022-11-01,2022
91,CDA-4,SUBPREFEITURA FREGUESIA DO O/BRASILANDIA,7,10,17,58.82352941176471,40,True,2022-11-01,2022
92,CDA-4,SUBPREFEITURA GUAIANASES,12,4,16,25.0,40,False,2022-11-01,2022
93,CDA-4,SUBPREFEITURA IPIRANGA,10,6,16,37.5,40,False,2022-11-01,2022
94,CDA-4,SUBPREFEITURA ITAIM PAULISTA,8,8,16,50.0,40,True,2022-11-01,2022
95,CDA-4,SUBPREFEITURA ITAQUERA,10,4,14,28.57142857142857,40,False,2022-11-01,2022
96,CDA-4,SUBPREFEITURA JABAQUARA,9,5,14,35.714285714285715,40,False,2022-11-01,2022
97,CDA-4,SUBPREFEITURA JACANA/TREMEMBE,9,5,14,35.714285714285715,40,False,2022-11-01,2022
98,CDA-4,SUBPREFEITURA LAPA,8,6,14,42.857142857142854,40,True,2022-11-01,2022
99,CDA-4,SUBPREFEITURA M'BOI MIRIM,6,8,14,57.14285714285714,40,True,2022-11-01,2022
100,CDA-4,SUBPREFEITURA MOOCA,9,9,18,50.0,40,True,2022-11-01,2022
101,CDA-4,SUBPREFEITURA PARELHEIROS,9,5,14,35.714285714285715,40,False,2022-11-01,2022
102,CDA-4,SUBPREFEITURA PENHA,11,6,17,35.294117647058826,40,False,2022-11-01,2022
103,CDA-4,SUBPREFEITURA PERUS/ANHANGUERA,9,7,16,43.75,40,True,2022-11-01,2022
104,CDA-4,SUBPREFEITURA PINHEIROS,12,4,16,25.0,40,False,2022-11-01,2022
105,CDA-4,SUBPREFEITURA PIRITUBA/JARAGUA,10,5,15,33.33333333333333,40,False,2022-11-01,2022
106,CDA-4,SUBPREFEITURA SANTANA/TUCURUVI,8,7,15,46.666666666666664,40,True,2022-11-01,2022
107,CDA-4,SUBPREFEITURA SANTO AMARO,8,5,13,38.46153846153847,40,False,2022-11-01,2022
108,CDA-4,SUBPREFEITURA SAO MATEUS,9,7,16,43.75,40,True,2022-11-01,2022
